customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
LIVE-GZX1MF,Female,1,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,37.99,1266.1,Yes
LIVE-4E59AK,Female,0,Yes,Yes,54,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),32.69,338.1,Yes
LIVE-AIYXX1,Female,1,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,111.42,8240.85,No
LIVE-HCM3LJ,Female,0,No,Yes,65,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.2,4667,No
LIVE-1DWCMQ,Female,0,No,Yes,30,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),37.37,4922.4,No
LIVE-STLYJM,Male,1,No,No,9,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,One year,No,Credit card (automatic),40.51,1482.3,No
LIVE-SK9I25,Male,1,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,117.56,3913.3,Yes
LIVE-C6WNV7,Male,1,No,Yes,71,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),22.79,63.6,No
LIVE-TLZNL3,Female,1,No,Yes,18,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),77.05,314.6,No
LIVE-N196VL,Male,0,No,No,22,No,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),113.55,5588.8,Yes
LIVE-QD1E4B,Female,1,No,No,43,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,44.98,6480.9,Yes
LIVE-AX11WE,Male,0,Yes,No,11,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,52.07,7261.75,Yes
LIVE-P6YAF6,Female,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Mailed check,88.39,7984.15,No
LIVE-P1IAY1,Male,1,No,Yes,53,No,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,58.95,53.15,Yes
LIVE-J1RF9J,Female,1,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.14,54.5,Yes
LIVE-R248Q3,Female,1,No,No,52,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.9,3398.9,No
LIVE-B50311,Female,1,Yes,No,42,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.65,1510.3,Yes
LIVE-O92RN1,Male,0,No,No,63,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,73.78,4753.85,No
LIVE-ZA7VE3,Male,0,Yes,No,16,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,118.7,79.9,Yes
LIVE-WHCFGB,Male,0,Yes,No,42,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,105.98,6077.75,No
LIVE-T81LEY,Female,1,No,Yes,1,Yes,No,No,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),88.28,246.6,Yes
LIVE-LGWTUV,Male,0,Yes,No,41,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),27.74,4620.4,Yes
LIVE-E8PKJP,Female,0,Yes,No,16,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,Two year,Yes,Mailed check,105.62,1007.8,No
LIVE-5OHMA2,Male,1,No,Yes,28,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.23,3645.75,Yes
LIVE-OL8ZUI,Male,0,Yes,No,27,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.11,2555.9,Yes
